zone,scenario,label,color,linestyle,linewidth,order,marker,path
all,VREmid_STmid_CONVmid_H2_RES_8PRM_CC_90CAP_500GW_PIERmid,VRE & ESS (mid) Coal (low) & No RPO & 90% Carbon Target,#d8a581,dashed,3,10,None,/Users/Guille/Desktop/india_power/scenarios/gridpath-india/additional
all,VREmid_STmid_CONVmid_H2_RES_8PRM_CC_50RPS_90CAP_500GW_PIERmid,VRE & ESS (mid) Coal (low) & 90% Carbon Target - REF,#ca8250,solid,4.5,9,None,/Users/Guille/Desktop/india_power/scenarios/gridpath-india/cost
