scenario,load_zone,timepoint,subplot,label
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090103,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090104,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090105,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090106,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090107,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090108,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090109,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090110,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090111,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090112,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090113,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090114,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090115,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090116,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090117,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090118,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090119,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090120,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090121,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090122,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090123,6,VRE & ST (mid)
VREmid_STmid_CONVmid_BPHS_NuclearPVboth_45Ret_PRM110-3_2030_12-capex-MP,Madhya_Pradesh,2030090124,6,VRE & ST (mid)
